year,municipio,income,cpi,real_income
2020,Guaynabo Municipio,36073.0,258.85575,42462.233905048146
2021,Guaynabo Municipio,39176.0,270.96791666666667,44053.51962025024
2022,Guaynabo Municipio,43304.0,292.6254166666667,45091.46670729501
2023,Guaynabo Municipio,46048.0,304.70416666666665,46048.0
2010,Gurabo Municipio,27416.0,218.0761666666667,38306.65937054102
2011,Gurabo Municipio,27834.0,224.923,37706.84089666241
2012,Gurabo Municipio,27817.0,229.58608333333333,36918.42153977828
2013,Gurabo Municipio,27459.0,232.95174999999998,35916.75835231974
2014,Gurabo Municipio,27909.0,236.715,35925.00934668272
2015,Gurabo Municipio,29317.0,237.00175000000002,37691.755669174025
2016,Gurabo Municipio,31070.0,240.00541666666666,39445.603311036386
2017,Gurabo Municipio,32625.0,245.121,40555.37239771378
2018,Gurabo Municipio,33661.0,251.0995,40846.94296152189
2019,Gurabo Municipio,35018.0,255.65258333333335,41736.83820914515
2020,Gurabo Municipio,35367.0,258.85575,41631.18749535214
2021,Gurabo Municipio,35470.0,270.96791666666667,39886.11243951083
2022,Gurabo Municipio,39533.0,292.6254166666667,41164.81048724122
2023,Gurabo Municipio,39532.0,304.70416666666665,39532.0
2010,Guánica Municipio,11870.0,218.0761666666667,16585.207423705935
2011,Guánica Municipio,12608.0,224.923,17080.112453298832
2012,Guánica Municipio,13567.0,229.58608333333333,18005.9756634494
2013,Guánica Municipio,13031.0,232.95174999999998,17044.731348158293
2014,Guánica Municipio,13635.0,236.715,17551.238039414486
2015,Guánica Municipio,13682.0,237.00175000000002,17590.4287978183
2016,Guánica Municipio,13242.0,240.00541666666666,16811.672965714315
2017,Guánica Municipio,12653.0,245.121,15728.647569295708
2018,Guánica Municipio,13242.0,251.0995,16068.899280962327
2019,Guánica Municipio,12995.0,255.65258333333335,15488.326361523823
2020,Guánica Municipio,12283.0,258.85575,14458.559561325823
2021,Guánica Municipio,12856.0,270.96791666666667,14456.607316671869
2022,Guánica Municipio,14525.0,292.6254166666667,15124.55094040874
2023,Guánica Municipio,16210.0,304.70416666666665,16210.0
2010,Hatillo Municipio,16246.0,218.0761666666667,22699.518096506035
2011,Hatillo Municipio,17847.0,224.923,24177.40854648035
2012,Hatillo Municipio,18669.0,229.58608333333333,24777.29488176729
2013,Hatillo Municipio,19199.0,232.95174999999998,25112.562132859417
2014,Hatillo Municipio,19130.0,236.715,24624.509255152116
2015,Hatillo Municipio,18687.0,237.00175000000002,24025.167588424978
2016,Hatillo Municipio,18480.0,240.00541666666666,23461.691315994605
2017,Hatillo Municipio,17770.0,245.121,22089.47026842525
2018,Hatillo Municipio,17201.0,251.0995,20873.065740207898
2019,Hatillo Municipio,17715.0,255.65258333333335,21113.94393954556
2020,Hatillo Municipio,18998.0,258.85575,22362.91740992168
2021,Hatillo Municipio,20955.0,270.96791666666667,23563.95506540596
2022,Hatillo Municipio,24407.0,292.6254166666667,25414.45196575257
2023,Hatillo Municipio,28001.0,304.70416666666665,28001.0
2010,Hormigueros Municipio,19834.0,218.0761666666667,27712.80573224798
2011,Hormigueros Municipio,19548.0,224.923,26481.760646976967
2012,Hormigueros Municipio,20428.0,229.58608333333333,27111.820656957643
2013,Hormigueros Municipio,21107.0,232.95174999999998,27608.25297871054
2014,Hormigueros Municipio,21323.0,236.715,27447.381643889625
2015,Hormigueros Municipio,20598.0,237.00175000000002,26482.067853929344
2016,Hormigueros Municipio,20589.0,240.00541666666666,26139.218750271262
2017,Hormigueros Municipio,19674.0,245.121,24456.28801693857
2018,Hormigueros Municipio,19394.0,251.0995,23534.226903412127
2019,Hormigueros Municipio,19030.0,255.65258333333335,22681.25053172746
2020,Hormigueros Municipio,19848.0,258.85575,23363.469036326216
2021,Hormigueros Municipio,20811.0,270.96791666666667,23402.02666982407
2022,Hormigueros Municipio,22542.0,292.6254166666667,23472.470037775824
2023,Hormigueros Municipio,24862.0,304.70416666666665,24862.0
2010,Humacao Municipio,18354.0,218.0761666666667,25644.89444437226
2011,Humacao Municipio,19404.0,224.923,26286.6832204799
2012,Humacao Municipio,19918.0,229.58608333333333,26434.954172962716
2013,Humacao Municipio,20156.0,232.95174999999998,26364.33159799544
2014,Humacao Municipio,20251.0,236.715,26067.48232755282
2015,Humacao Municipio,19342.0,237.00175000000002,24867.276261321556
2016,Humacao Municipio,19349.0,240.00541666666666,24564.94941954435
2017,Humacao Municipio,18735.0,245.121,23289.03913781357
2018,Humacao Municipio,19880.0,251.0995,24123.9780777474
2019,Humacao Municipio,20434.0,255.65258333333335,24354.63338756274
2020,Humacao Municipio,21802.0,258.85575,25663.560657496182
2021,Humacao Municipio,22431.0,270.96791666666667,25223.72112012031
2022,Humacao Municipio,25940.0,292.6254166666667,27010.729872234268
2023,Humacao Municipio,26083.0,304.70416666666665,26083.0
2010,Isabela Municipio,13028.0,218.0761666666667,18203.20828273302
2011,Isabela Municipio,13406.0,224.923,18161.166525136752
2012,Isabela Municipio,14570.0,229.58608333333333,19337.146415306095
2013,Isabela Municipio,15495.0,232.95174999999998,20267.678017014256
2014,Isabela Municipio,15740.0,236.715,20260.835111139273
2015,Isabela Municipio,15707.0,237.00175000000002,20193.89454226955
2016,Isabela Municipio,15947.0,240.00541666666666,20245.865336372615
2017,Isabela Municipio,16333.0,245.121,20303.169268102964
2018,Isabela Municipio,16748.0,251.0995,20323.35939869786
2019,Isabela Municipio,16540.0,255.65258333333335,19713.498885694808
2020,Isabela Municipio,16996.0,258.85575,20006.32404984887
2021,Isabela Municipio,17123.0,270.96791666666667,19254.86053853239
2022,Isabela Municipio,19965.0,292.6254166666667,20789.09876249642
2023,Isabela Municipio,20484.0,304.70416666666665,20484.0
2010,Jayuya Municipio,15556.0,218.0761666666667,21735.424320401813
2011,Jayuya Municipio,17022.0,224.923,23059.777457174234
2012,Jayuya Municipio,17137.0,229.58608333333333,22744.0410514139
2013,Jayuya Municipio,19489.0,232.95174999999998,25491.886213203667
2014,Jayuya Municipio,16111.0,236.715,20738.39354990882
2015,Jayuya Municipio,16033.0,237.00175000000002,20613.020385573804
2016,Jayuya Municipio,15893.0,240.00541666666666,20177.30844616354
2017,Jayuya Municipio,15615.0,245.121,19410.64030621611
2018,Jayuya Municipio,15424.0,251.0995,18716.712166558144
2019,Jayuya Municipio,14808.0,255.65258333333335,17649.183282912258
2020,Jayuya Municipio,16003.0,258.85575,18837.444326296274
2021,Jayuya Municipio,16780.0,270.96791666666667,18869.15609627831
2022,Jayuya Municipio,18363.0,292.6254166666667,19120.972731065453
2023,Jayuya Municipio,18413.0,304.70416666666665,18413.0
2010,Juana Díaz Municipio,16496.0,218.0761666666667,23048.82743567423
2011,Juana Díaz Municipio,16332.0,224.923,22125.031455209115
2012,Juana Díaz Municipio,16938.0,229.58608333333333,22479.930403737446
2013,Juana Díaz Municipio,17139.0,232.95174999999998,22418.053148345098
2014,Juana Díaz Municipio,18758.0,236.715,24145.663596871058
2015,Juana Díaz Municipio,18609.0,237.00175000000002,23924.885944935002
2016,Juana Díaz Municipio,20231.0,240.00541666666666,25684.71195962591
2017,Juana Díaz Municipio,20228.0,245.121,25144.952424856838
2018,Juana Díaz Municipio,20845.0,251.0995,25294.986067939866
2019,Juana Díaz Municipio,20657.0,255.65258333333335,24620.419980761646
2020,Juana Díaz Municipio,20889.0,258.85575,24588.85049878166
2021,Juana Díaz Municipio,21420.0,270.96791666666667,24086.848842805804
2022,Juana Díaz Municipio,23035.0,292.6254166666667,23985.819684152517
2023,Juana Díaz Municipio,23823.0,304.70416666666665,23823.0
2010,Juncos Municipio,17694.0,218.0761666666667,24722.717788968224
2011,Juncos Municipio,18579.0,224.923,25169.05213117378
2012,Juncos Municipio,18946.0,229.58608333333333,25144.92628581944
2013,Juncos Municipio,18497.0,232.95174999999998,24194.336255612303
2014,Juncos Municipio,19288.0,236.715,24827.889937970413
2015,Juncos Municipio,19141.0,237.00175000000002,24608.858180020467
2016,Juncos Municipio,19084.0,240.00541666666666,24228.51282870352
2017,Juncos Municipio,18533.0,245.121,23037.937674998604
2018,Juncos Municipio,18969.0,251.0995,23018.497995814407
2019,Juncos Municipio,19605.0,255.65258333333335,23366.574707016123
2020,Juncos Municipio,20350.0,258.85575,23954.38305568513
2021,Juncos Municipio,22283.0,270.96791666666667,25057.294713550036
2022,Juncos Municipio,25931.0,292.6254166666667,27001.358377675664
2023,Juncos Municipio,28196.0,304.70416666666665,28196.0
2010,Lajas Municipio,14500.0,218.0761666666667,20259.941671755354
2011,Lajas Municipio,14705.0,224.923,19920.927476662386
2012,Lajas Municipio,13698.0,229.58608333333333,18179.837446593196
2013,Lajas Municipio,13975.0,232.95174999999998,18279.49663038233
2014,Lajas Municipio,13422.0,236.715,17277.060283463234
2015,Lajas Municipio,13215.0,237.00175000000002,16990.024598974476
2016,Lajas Municipio,12785.0,240.00541666666666,16231.478543018995
2017,Lajas Municipio,13896.0,245.121,17273.791719191744
2018,Lajas Municipio,13747.0,251.0995,16681.706571166676
2019,Lajas Municipio,13992.0,255.65258333333335,16676.61888806782
2020,Lajas Municipio,14439.0,258.85575,16996.429333711923
2021,Lajas Municipio,15593.0,270.96791666666667,17534.371335474832
2022,Lajas Municipio,17131.0,292.6254166666667,17838.1192537103
2023,Lajas Municipio,18920.0,304.70416666666665,18920.0
2010,Lares Municipio,12199.0,218.0761666666667,17044.89851405128
2011,Lares Municipio,12529.0,224.923,16973.090809595582
2012,Lares Municipio,12094.0,229.58608333333333,16051.02599496993
2013,Lares Municipio,11851.0,232.95174999999998,15501.274745378247
2014,Lares Municipio,11929.0,236.715,15355.241552781474
2015,Lares Municipio,11905.0,237.00175000000002,15305.807253181321
2016,Lares Municipio,12410.0,240.00541666666666,15755.389027678195
2017,Lares Municipio,12820.0,245.121,15936.24135291006
2018,Lares Municipio,14540.0,251.0995,17643.99603875489
2019,Lares Municipio,16532.0,255.65258333333335,19703.963940647314
2020,Lares Municipio,16841.0,258.85575,19823.8705179751
2021,Lares Municipio,17629.0,270.96791666666667,19823.85892856319
2022,Lares Municipio,18844.0,292.6254166666667,19621.827051364013
2023,Lares Municipio,19323.0,304.70416666666665,19323.0
2010,Las Marías Municipio,13847.0,218.0761666666667,19347.54567784803
2011,Las Marías Municipio,15447.0,224.923,20926.118104862555
2012,Las Marías Municipio,14460.0,229.58608333333333,19191.155605032676
2013,Las Marías Municipio,15779.0,232.95174999999998,20639.154012937586
2014,Las Marías Municipio,14928.0,236.715,19215.612867794604
2015,Las Marías Municipio,13944.0,237.00175000000002,17927.27226697693
2016,Las Marías Municipio,13132.0,240.00541666666666,16672.020041214346
2017,Las Marías Municipio,14404.0,245.121,17905.27460587492
2018,Las Marías Municipio,13435.0,251.0995,16303.10087900082
2019,Las Marías Municipio,14135.0,255.65258333333335,16847.056030791784
2020,Las Marías Municipio,14765.0,258.85575,17380.170310427075
2021,Las Marías Municipio,15353.0,270.96791666666667,17264.49067617169
2022,Las Marías Municipio,16506.0,292.6254166666667,17187.321020474126
2023,Las Marías Municipio,16170.0,304.70416666666665,16170.0
2010,Las Piedras Municipio,17680.0,218.0761666666667,24703.156465974807
2011,Las Piedras Municipio,18327.0,224.923,24827.66663480391
2012,Las Piedras Municipio,19345.0,229.58608333333333,25674.47477035665
2013,Las Piedras Municipio,18632.0,232.95174999999998,24370.9181550829
2014,Las Piedras Municipio,19929.0,236.715,25652.99764484718
2015,Las Piedras Municipio,18838.0,237.00175000000002,24219.302564924797
2016,Las Piedras Municipio,20119.0,240.00541666666666,25542.519891044125
2017,Las Piedras Municipio,20587.0,245.121,25591.216905800262
2018,Las Piedras Municipio,21792.0,251.0995,26444.15142204584
2019,Las Piedras Municipio,21667.0,255.65258333333335,25824.206793007823
2020,Las Piedras Municipio,22848.0,258.85575,26894.827717754
2021,Las Piedras Municipio,24466.0,270.96791666666667,27512.08421046157
2022,Las Piedras Municipio,23193.0,292.6254166666667,24150.341477514623
2023,Las Piedras Municipio,25697.0,304.70416666666665,25697.0
2010,Loíza Municipio,19460.0,218.0761666666667,27190.23896085236
2011,Loíza Municipio,18897.0,224.923,25599.84811468814
2012,Loíza Municipio,19100.0,229.58608333333333,25349.313420202223
2013,Loíza Municipio,19085.0,232.95174999999998,24963.448528862024
2014,Loíza Municipio,18456.0,236.715,23756.92330439558
2015,Loíza Municipio,18718.0,237.00175000000002,24065.02311340176
2016,Loíza Municipio,18154.0,240.00541666666666,23047.810830658334
2017,Loíza Municipio,17273.0,245.121,21471.661223776555
2018,Loíza Municipio,17402.0,251.0995,21116.975176507054
2019,Loíza Municipio,17852.0,255.65258333333335,21277.2298734839
2020,Loíza Municipio,17363.0,258.85575,20438.326928543538
2021,Loíza Municipio,19541.0,270.96791666666667,21973.90818101159
2022,Loíza Municipio,21306.0,292.6254166666667,22185.45145172796
2023,Loíza Municipio,22500.0,304.70416666666665,22500.0
2010,Luquillo Municipio,19672.0,218.0761666666667,27486.45328046699
2011,Luquillo Municipio,19333.0,224.923,26190.49921158204
2012,Luquillo Municipio,20084.0,229.58608333333333,26655.267577557144
2013,Luquillo Municipio,18593.0,232.95174999999998,24319.905606346954
2014,Luquillo Municipio,18256.0,236.715,23499.479402093937
2015,Luquillo Municipio,18170.0,237.00175000000002,23360.48028477989
2016,Luquillo Municipio,19658.0,240.00541666666666,24957.247180185168
2017,Luquillo Municipio,19377.0,245.121,24087.09428200766
2018,Luquillo Municipio,20829.0,251.0995,25275.57039141854
2019,Luquillo Municipio,21850.0,255.65258333333335,26042.31866096926
2020,Luquillo Municipio,21805.0,258.85575,25667.09201617761
2021,Luquillo Municipio,22216.0,270.96791666666667,24981.953029494573
2022,Luquillo Municipio,22585.0,292.6254166666667,23517.244956222472
2023,Luquillo Municipio,23769.0,304.70416666666665,23769.0
2010,Manatí Municipio,16564.0,218.0761666666667,23143.83957592798
2011,Manatí Municipio,16982.0,224.923,23005.58928314727
2012,Manatí Municipio,17513.0,229.58608333333333,23243.064184712122
2013,Manatí Municipio,18046.0,232.95174999999998,23604.42190997349
2014,Manatí Municipio,18796.0,236.715,24194.57793830837
2015,Manatí Municipio,18162.0,237.00175000000002,23350.194988011688
2016,Manatí Municipio,18534.0,240.00541666666666,23530.24820620368
2017,Manatí Municipio,18191.0,245.121,22612.80549538119
2018,Manatí Municipio,19459.0,251.0995,23613.10308928001
2019,Manatí Municipio,18502.0,255.65258333333335,22051.944158592825
2020,Manatí Municipio,18885.0,258.85575,22229.902899587898
2021,Manatí Municipio,19427.0,270.96791666666667,21845.714867842595
2022,Manatí Municipio,20385.0,292.6254166666667,21226.43517523113
2023,Manatí Municipio,20352.0,304.70416666666665,20352.0
2010,Maricao Municipio,10932.0,218.0761666666667,15274.598783146865
2011,Maricao Municipio,11391.0,224.923,15431.437258528475
2012,Maricao Municipio,12288.0,229.58608333333333,16308.500696724865
2013,Maricao Municipio,15104.0,232.95174999999998,19756.244515584596
2014,Maricao Municipio,14149.0,236.715,18212.868868329704
2015,Maricao Municipio,12606.0,237.00175000000002,16207.056382495064
2016,Maricao Municipio,11909.0,240.00541666666666,15119.333435182887
2017,Maricao Municipio,13462.0,245.121,16734.29649710415
2018,Maricao Municipio,13262.0,251.0995,16093.168876613985
2019,Maricao Municipio,12441.0,255.65258333333335,14828.031416984832
2020,Maricao Municipio,15387.0,258.85575,18112.338677043103
2021,Maricao Municipio,19223.0,270.96791666666667,21616.31630743492
2022,Maricao Municipio,20133.0,292.6254166666667,20964.033327590303
2023,Maricao Municipio,20541.0,304.70416666666665,20541.0
2010,Maunabo Municipio,15225.0,218.0761666666667,21272.938755343122
2011,Maunabo Municipio,15190.0,224.923,20577.959086739313
2012,Maunabo Municipio,16043.0,229.58608333333333,21292.096083785564
2013,Maunabo Municipio,18446.0,232.95174999999998,24127.62753803452
2014,Maunabo Municipio,17866.0,236.715,22997.463792605733
2015,Maunabo Municipio,19541.0,237.00175000000002,25123.123018430593
2016,Maunabo Municipio,18815.0,240.00541666666666,23886.997949699053
2017,Maunabo Municipio,17636.0,245.121,21922.898010914338
2018,Maunabo Municipio,19788.0,251.0995,24012.337937749777
2019,Maunabo Municipio,20844.0,255.65258333333335,24843.299321246832
2020,Maunabo Municipio,20561.0,258.85575,24202.755282945553
2021,Maunabo Municipio,21678.0,270.96791666666667,24376.97055155669
2022,Maunabo Municipio,21951.0,292.6254166666667,22857.075228427693
2023,Maunabo Municipio,19363.0,304.70416666666665,19363.0
2010,Mayagüez Municipio,14059.0,218.0761666666667,19643.759997462657
2011,Mayagüez Municipio,13986.0,224.923,18946.89504852772
2012,Mayagüez Municipio,15060.0,229.58608333333333,19987.469115614946
2013,Mayagüez Municipio,15112.0,232.95174999999998,19766.708628145814
2014,Mayagüez Municipio,15402.0,236.715,19825.754916249498
2015,Mayagüez Municipio,14871.0,237.00175000000002,19119.08102999239
2016,Mayagüez Municipio,15017.0,240.00541666666666,19065.163338327435
2017,Mayagüez Municipio,14642.0,245.121,18201.126824439085
2018,Mayagüez Municipio,14120.0,251.0995,17134.334530070086
2019,Mayagüez Municipio,14236.0,255.65258333333335,16967.434712016402
2020,Mayagüez Municipio,14761.0,258.85575,17375.46183218517
2021,Mayagüez Municipio,15501.0,270.96791666666667,17430.91708274196
2022,Mayagüez Municipio,16788.0,292.6254166666667,17480.961183310286
2023,Mayagüez Municipio,17963.0,304.70416666666665,17963.0
2010,Moca Municipio,12841.0,218.0761666666667,17941.92489703521
2011,Moca Municipio,13479.0,224.923,18260.05994273596
2012,Moca Municipio,14384.0,229.58608333333333,19090.28922702559
2013,Moca Municipio,14717.0,232.95174999999998,19250.043070435546
2014,Moca Municipio,15301.0,236.715,19695.745745587166
2015,Moca Municipio,14427.0,237.00175000000002,18548.247059357152
2016,Moca Municipio,14157.0,240.00541666666666,17973.331383145865
2017,Moca Municipio,13413.0,245.121,16673.38574622329
2018,Moca Municipio,14155.0,251.0995,17176.806322460485
2019,Moca Municipio,15037.0,255.65258333333335,17922.121084896786
2020,Moca Municipio,16033.0,258.85575,18872.757913110552
2021,Moca Municipio,17685.0,270.96791666666667,19886.831082400593
2022,Moca Municipio,20331.0,292.6254166666667,21170.206207879524
2023,Moca Municipio,21415.0,304.70416666666665,21415.0
2010,Morovis Municipio,13646.0,218.0761666666667,19066.7009691568
2011,Morovis Municipio,13871.0,224.923,18791.1040482002
2012,Morovis Municipio,14596.0,229.58608333333333,19371.65333409799
2013,Morovis Municipio,14797.0,232.95174999999998,19354.68419604775
2014,Morovis Municipio,16086.0,236.715,20706.213062121114
2015,Morovis Municipio,16536.0,237.00175000000002,21259.708419874532
2016,Morovis Municipio,17649.0,240.00541666666666,22406.676949999393
2017,Morovis Municipio,18739.0,245.121,23294.011444007923
2018,Morovis Municipio,20589.0,251.0995,24984.335243598653
2019,Morovis Municipio,20941.0,255.65258333333335,24958.9105299477
2020,Morovis Municipio,21191.0,258.85575,24944.34060604539
2021,Morovis Municipio,21598.0,270.96791666666667,24287.010331788973
2022,Morovis Municipio,22282.0,292.6254166666667,23201.73797274957
2023,Morovis Municipio,23010.0,304.70416666666665,23010.0
2010,Naguabo Municipio,15250.0,218.0761666666667,21307.869689259944
2011,Naguabo Municipio,16048.0,224.923,21740.295419617676
2012,Naguabo Municipio,16706.0,229.58608333333333,22172.02251297897
2013,Naguabo Municipio,17132.0,232.95174999999998,22408.89704985403
2014,Naguabo Municipio,18295.0,236.715,23549.680963042756
2015,Naguabo Municipio,18704.0,237.00175000000002,24047.023844057407
2016,Naguabo Municipio,18973.0,240.00541666666666,24087.590332162643
2017,Naguabo Municipio,18976.0,245.121,23588.6205860235
2018,Naguabo Municipio,19356.0,251.0995,23488.114671673975
2019,Naguabo Municipio,19432.0,255.65258333333335,23160.38152036406
2020,Naguabo Municipio,19224.0,258.85575,22628.94643058924
2021,Naguabo Municipio,18412.0,270.96791666666667,20704.344579539706
2022,Naguabo Municipio,20486.0,292.6254166666667,21331.604169722097
2023,Naguabo Municipio,21416.0,304.70416666666665,21416.0
2010,Naranjito Municipio,14275.0,218.0761666666667,19945.56326650398
2011,Naranjito Municipio,14691.0,224.923,19901.961615752945
2012,Naranjito Municipio,16007.0,229.58608333333333,21244.317273150627
2013,Naranjito Municipio,16685.0,232.95174999999998,21824.214760495826
2014,Naranjito Municipio,17478.0,236.715,22498.022622140546
2015,Naranjito Municipio,17423.0,237.00175000000002,22400.090699048986
2016,Naranjito Municipio,18828.0,240.00541666666666,23903.502386230866
2017,Naranjito Municipio,18069.0,245.121,22461.150156453343
2018,Naranjito Municipio,19332.0,251.0995,23458.99115689199
2019,Naranjito Municipio,18883.0,255.65258333333335,22506.04591647975
2020,Naranjito Municipio,18778.0,258.85575,22103.951106616976
2021,Naranjito Municipio,19156.0,270.96791666666667,21540.974623379458
2022,Naranjito Municipio,20616.0,292.6254166666667,21466.97020223522
2023,Naranjito Municipio,21399.0,304.70416666666665,21399.0
2010,Orocovis Municipio,13713.0,218.0761666666667,19160.315872053874
2011,Orocovis Municipio,13921.0,224.923,18858.839265733903
2012,Orocovis Municipio,14296.0,229.58608333333333,18973.49657880686
2013,Orocovis Municipio,14743.0,232.95174999999998,19284.051436259513
2014,Orocovis Municipio,14549.0,236.715,18727.756672932992
2015,Orocovis Municipio,14110.0,237.00175000000002,18140.69217491713
2016,Orocovis Municipio,14662.0,240.00541666666666,18614.46526380481
2017,Orocovis Municipio,14296.0,245.121,17771.022338627317
2018,Orocovis Municipio,13319.0,251.0995,16162.337224221208
2019,Orocovis Municipio,15099.0,255.65258333333335,17996.016909014867
2020,Orocovis Municipio,15805.0,258.85575,18604.37465332204
2021,Orocovis Municipio,15637.0,270.96791666666667,17583.849456347078
2022,Orocovis Municipio,16869.0,292.6254166666667,17565.304634337695
2023,Orocovis Municipio,19062.0,304.70416666666665,19062.0
2010,Patillas Municipio,14860.0,218.0761666666667,20762.947120157558
2011,Patillas Municipio,14506.0,224.923,19651.34131087824
2012,Patillas Municipio,14777.0,229.58608333333333,19611.874576456976
2013,Patillas Municipio,14506.0,232.95174999999998,18974.05210163335
2014,Patillas Municipio,14343.0,236.715,18462.589453562297
2015,Patillas Municipio,13284.0,237.00175000000002,17078.735283600225
2016,Patillas Municipio,13975.0,240.00541666666666,17742.269271700465
2017,Patillas Municipio,14512.0,245.121,18039.526873122526
2018,Patillas Municipio,15761.0,251.0995,19125.654853288568
2019,Patillas Municipio,16007.0,255.65258333333335,19078.23317190549
2020,Patillas Municipio,17138.0,258.85575,20173.475027436452
2021,Patillas Municipio,17783.0,270.96791666666667,19997.032351616042
2022,Patillas Municipio,20778.0,292.6254166666667,21635.657104290036
2023,Patillas Municipio,23422.0,304.70416666666665,23422.0
2010,Peñuelas Municipio,14872.0,218.0761666666667,20779.71396843763
2011,Peñuelas Municipio,14504.0,224.923,19648.631902176894
2012,Peñuelas Municipio,15541.0,229.58608333333333,20625.847113265067
2013,Peñuelas Municipio,14938.0,232.95174999999998,19539.114179939264
2014,Peñuelas Municipio,15506.0,236.715,19959.625745446352
2015,Peñuelas Municipio,15497.0,237.00175000000002,19923.905502104237
2016,Peñuelas Municipio,16764.0,240.00541666666666,21283.105693795107
2017,Peñuelas Municipio,16868.0,245.121,20968.21522159804
2018,Peñuelas Municipio,17592.0,251.0995,21347.536335197798
2019,Peñuelas Municipio,16718.0,255.65258333333335,19925.65141300156
2020,Peñuelas Municipio,17313.0,258.85575,20379.47095051974
2021,Peñuelas Municipio,18123.0,270.96791666666667,20379.363285628835
2022,Peñuelas Municipio,20072.0,292.6254166666667,20900.51542002645
2023,Peñuelas Municipio,20959.0,304.70416666666665,20959.0
2010,Ponce Municipio,16902.0,218.0761666666667,23616.10580248338
2011,Ponce Municipio,17273.0,224.923,23399.80824919343
2012,Ponce Municipio,17459.0,229.58608333333333,23171.395968759716
2013,Ponce Municipio,17211.0,232.95174999999998,22512.230161396084
2014,Ponce Municipio,16807.0,236.715,21634.298329918536
2015,Ponce Municipio,16318.0,237.00175000000002,20979.434082941018
2016,Ponce Municipio,16561.0,240.00541666666666,21025.38256949062
2017,Ponce Municipio,16561.0,245.121,20586.590721181237
2018,Ponce Municipio,17173.0,251.0995,20839.088306295576
2019,Ponce Municipio,17069.0,255.65258333333335,20343.99712696038
2020,Ponce Municipio,17263.0,258.85575,20320.614972495943
2021,Ponce Municipio,17747.0,270.96791666666667,19956.55025272057
2022,Ponce Municipio,18994.0,292.6254166666667,19778.018627340694
2023,Ponce Municipio,18827.0,304.70416666666665,18827.0
2010,Quebradillas Municipio,11943.0,218.0761666666667,16687.20575074305
2011,Quebradillas Municipio,13581.0,224.923,18398.239786504717
2012,Quebradillas Municipio,14255.0,229.58608333333333,18919.081822250402
2013,Quebradillas Municipio,15221.0,232.95174999999998,19909.282161792446
2014,Quebradillas Municipio,15277.0,236.715,19664.85247731097
2015,Quebradillas Municipio,15806.0,237.00175000000002,20321.175089776058
2016,Quebradillas Municipio,15641.0,240.00541666666666,19857.376291854525
2017,Quebradillas Municipio,16082.0,245.121,19991.157054407144
2018,Quebradillas Municipio,16630.0,251.0995,20180.16878435308
2019,Quebradillas Municipio,17473.0,255.65258333333335,20825.51185185885
2020,Quebradillas Municipio,17425.0,258.85575,20511.308341293043
2021,Quebradillas Municipio,18947.0,270.96791666666667,21305.953549236303
2022,Quebradillas Municipio,20209.0,292.6254166666667,21043.17039275182
2023,Quebradillas Municipio,23624.0,304.70416666666665,23624.0
2010,Rincón Municipio,16067.0,218.0761666666667,22449.412609661606
2011,Rincón Municipio,16773.0,224.923,22722.45607385639
2012,Rincón Municipio,16548.0,229.58608333333333,21962.326621858974
2013,Rincón Municipio,15842.0,232.95174999999998,20721.558899357202
2014,Rincón Municipio,16704.0,236.715,21501.71472023319
2015,Rincón Municipio,16755.0,237.00175000000002,21541.268418904077
2016,Rincón Municipio,17784.0,240.00541666666666,22578.06917552208
2017,Rincón Municipio,18292.0,245.121,22738.356226788674
2018,Rincón Municipio,21591.0,251.0995,26200.241985746685
2019,Rincón Municipio,19907.0,255.65258333333335,23726.51888255904
2020,Rincón Municipio,20145.0,258.85575,23713.073545787567
2021,Rincón Municipio,24744.0,270.96791666666667,27824.69597415438
2022,Rincón Municipio,26771.0,292.6254166666667,27876.031203145085
2023,Rincón Municipio,25223.0,304.70416666666665,25223.0
2010,Río Grande Municipio,20850.0,218.0761666666667,29132.39888662753
2011,Río Grande Municipio,21329.0,224.923,28894.489095527508
2012,Río Grande Municipio,22491.0,229.58608333333333,29849.811944176345
2013,Río Grande Municipio,22947.0,232.95174999999998,30014.998867791295
2014,Río Grande Municipio,22372.0,236.715,28797.67491146174
2015,Río Grande Municipio,22246.0,237.00175000000002,28600.838988179057
2016,Río Grande Municipio,22990.0,240.00541666666666,29187.46122049329
2017,Río Grande Municipio,22584.0,245.121,28073.640773332354
2018,Río Grande Municipio,22509.0,251.0995,27314.216426157756
2019,Río Grande Municipio,22669.0,255.65258333333335,27018.458660206506
2020,Río Grande Municipio,23738.0,258.85575,27942.464126577575
2021,Río Grande Municipio,23679.0,270.96791666666667,26627.10054849667
2022,Río Grande Municipio,25963.0,292.6254166666667,27034.67924721736
2023,Río Grande Municipio,26745.0,304.70416666666665,26745.0
2010,Sabana Grande Municipio,15497.0,218.0761666666667,21652.98731635812
2011,Sabana Grande Municipio,15530.0,224.923,21038.558565968502
2012,Sabana Grande Municipio,15958.0,229.58608333333333,21179.28500311974
2013,Sabana Grande Municipio,16458.0,232.95174999999998,21527.29556657119
2014,Sabana Grande Municipio,15054.0,236.715,19377.80252624464
2015,Sabana Grande Municipio,14795.0,237.00175000000002,19021.370710694468
2016,Sabana Grande Municipio,14877.0,240.00541666666666,18887.4232526002
2017,Sabana Grande Municipio,15736.0,245.121,19561.052568595373
2018,Sabana Grande Municipio,16846.0,251.0995,20442.28041739098
