year,municipio,state_fips,county_fips,geoid,unemployment_rate_pct,unemployment_rate_moe,emp_pop_ratio_pct,emp_pop_ratio_moe,labor_force_participation_pct,labor_force_participation_moe
2022,Hatillo Municipio,72,065,72065,6.0,2.5,40.6,2.0,43.2,1.8
2022,Hormigueros Municipio,72,067,72067,16.5,3.9,36.6,3.0,44.1,2.8
2022,Humacao Municipio,72,069,72069,7.3,1.9,35.8,1.9,38.6,1.9
2022,Isabela Municipio,72,071,72071,7.0,1.9,33.6,2.2,36.2,2.2
2022,Jayuya Municipio,72,073,72073,19.8,5.7,29.5,4.0,36.8,3.8
2022,Juana Díaz Municipio,72,075,72075,18.5,2.8,36.1,1.8,44.6,1.8
2022,Juncos Municipio,72,077,72077,14.6,3.1,42.0,2.5,49.3,2.1
2022,Lajas Municipio,72,079,72079,19.8,4.6,33.7,3.1,42.0,2.8
2022,Lares Municipio,72,081,72081,11.0,2.3,34.9,2.2,39.2,2.3
2022,Las Marías Municipio,72,083,72083,8.1,7.3,30.6,5.3,33.3,5.2
2022,Las Piedras Municipio,72,085,72085,10.9,3.0,36.3,2.3,40.8,2.2
2022,Loíza Municipio,72,087,72087,21.7,3.2,37.3,2.4,47.7,1.9
2022,Luquillo Municipio,72,089,72089,22.4,3.9,37.1,3.1,47.8,2.8
2022,Manatí Municipio,72,091,72091,17.4,3.2,33.5,2.1,40.6,2.1
2022,Maricao Municipio,72,093,72093,2.0,2.4,29.8,4.1,30.4,4.2
2022,Maunabo Municipio,72,095,72095,23.7,8.2,26.3,3.8,34.5,4.1
2022,Mayagüez Municipio,72,097,72097,23.9,2.3,30.6,1.5,40.3,1.4
2022,Moca Municipio,72,099,72099,21.3,4.0,35.7,2.7,45.3,2.2
2022,Morovis Municipio,72,101,72101,15.9,3.4,37.6,2.3,44.7,2.6
2022,Naguabo Municipio,72,103,72103,10.0,4.2,35.0,3.7,39.3,3.5
2022,Naranjito Municipio,72,105,72105,17.5,4.8,32.8,3.3,39.9,3.1
2022,Orocovis Municipio,72,107,72107,19.6,3.6,29.9,2.5,37.3,3.0
2022,Patillas Municipio,72,109,72109,13.0,4.0,31.6,2.7,36.5,3.0
2022,Peñuelas Municipio,72,111,72111,12.1,2.9,34.1,2.3,38.8,2.5
2022,Ponce Municipio,72,113,72113,12.7,1.4,32.8,1.0,37.7,0.9
2022,Quebradillas Municipio,72,115,72115,5.7,2.8,37.4,2.7,39.6,2.9
2022,Rincón Municipio,72,117,72117,6.2,2.3,39.6,2.9,42.2,3.0
2022,Río Grande Municipio,72,119,72119,17.6,2.7,43.1,2.0,52.3,1.7
2022,Sabana Grande Municipio,72,121,72121,11.5,3.4,33.3,3.3,37.7,3.1
2022,Salinas Municipio,72,123,72123,6.0,2.6,36.2,2.5,38.5,2.4
2022,San Germán Municipio,72,125,72125,6.5,2.1,28.9,2.1,30.9,2.3
2022,San Juan Municipio,72,127,72127,15.7,0.8,44.0,0.7,52.3,0.7
2022,San Lorenzo Municipio,72,129,72129,8.3,3.0,36.4,2.2,39.8,2.1
2022,San Sebastián Municipio,72,131,72131,14.9,3.1,32.6,2.5,38.4,2.5
2022,Santa Isabel Municipio,72,133,72133,8.6,2.5,42.8,2.7,47.1,2.7
2022,Toa Alta Municipio,72,135,72135,8.6,1.7,46.7,1.8,51.3,1.7
2022,Toa Baja Municipio,72,137,72137,11.3,1.4,46.1,1.3,52.3,1.3
2022,Trujillo Alto Municipio,72,139,72139,6.5,1.4,49.4,1.8,53.0,1.6
2022,Utuado Municipio,72,141,72141,30.5,4.5,27.7,2.3,39.9,2.1
2022,Vega Alta Municipio,72,143,72143,21.6,4.2,38.1,2.6,48.7,2.0
2022,Vega Baja Municipio,72,145,72145,16.3,2.1,36.9,1.7,44.1,1.7
2022,Vieques Municipio,72,147,72147,13.1,7.6,30.0,6.3,34.6,6.0
2022,Villalba Municipio,72,149,72149,13.9,3.4,36.8,2.4,42.8,2.5
2022,Yabucoa Municipio,72,151,72151,11.1,2.9,33.5,2.1,37.8,1.9
2022,Yauco Municipio,72,153,72153,13.5,2.9,34.0,2.0,39.3,1.8
2023,Adjuntas Municipio,72,001,72001,21.4,4.9,32.2,2.6,41.0,2.8
2023,Aguada Municipio,72,003,72003,6.0,2.3,35.7,2.5,38.0,2.3
2023,Aguadilla Municipio,72,005,72005,16.0,2.2,33.3,2.0,39.8,2.0
2023,Aguas Buenas Municipio,72,007,72007,4.5,2.2,41.6,2.8,43.5,2.8
2023,Aibonito Municipio,72,009,72009,6.4,2.5,35.8,2.6,38.2,2.6
2023,Arecibo Municipio,72,013,72013,16.4,1.8,35.4,1.4,42.4,1.4
2023,Arroyo Municipio,72,015,72015,8.8,4.7,33.3,4.2,36.6,4.2
2023,Añasco Municipio,72,011,72011,6.4,2.8,41.3,2.6,44.1,2.4
2023,Barceloneta Municipio,72,017,72017,14.7,4.1,39.0,3.4,45.7,3.6
2023,Barranquitas Municipio,72,019,72019,15.1,4.0,37.1,2.9,43.8,2.8
2023,Bayamón Municipio,72,021,72021,8.6,0.9,43.4,0.8,47.6,0.8
2023,Cabo Rojo Municipio,72,023,72023,14.4,2.4,39.7,1.9,46.4,1.8
2023,Caguas Municipio,72,025,72025,9.1,1.2,44.7,1.3,49.3,1.3
2023,Camuy Municipio,72,027,72027,3.3,1.4,41.4,2.5,43.0,2.5
2023,Canóvanas Municipio,72,029,72029,15.3,2.5,46.1,2.0,54.6,1.9
2023,Carolina Municipio,72,031,72031,11.7,1.2,46.2,1.1,52.6,1.1
2023,Cataño Municipio,72,033,72033,12.2,2.5,39.3,2.5,45.0,2.4
2023,Cayey Municipio,72,035,72035,5.9,1.6,40.5,2.0,43.2,1.9
2023,Ceiba Municipio,72,037,72037,10.3,4.2,38.0,3.9,42.4,3.9
2023,Ciales Municipio,72,039,72039,14.8,3.9,29.4,3.1,34.5,2.8
2023,Cidra Municipio,72,041,72041,5.4,1.7,40.0,2.2,42.5,2.1
2023,Coamo Municipio,72,043,72043,7.0,1.5,37.8,2.2,40.9,2.3
2023,Comerío Municipio,72,045,72045,15.1,4.9,35.0,3.9,41.2,4.0
2023,Corozal Municipio,72,047,72047,8.3,2.3,39.0,2.5,42.5,2.4
2023,Culebra Municipio,72,049,72049,3.3,3.8,58.5,8.3,60.5,7.6
2023,Dorado Municipio,72,051,72051,11.4,2.8,42.2,2.1,48.0,2.0
2023,Fajardo Municipio,72,053,72053,18.3,3.0,41.2,2.2,50.4,2.3
2023,Florida Municipio,72,054,72054,20.5,7.2,35.8,4.2,45.1,4.7
2023,Guayama Municipio,72,057,72057,7.0,2.6,32.8,2.2,35.2,2.1
2023,Guayanilla Municipio,72,059,72059,20.1,4.8,31.2,2.8,39.1,2.5
2023,Guaynabo Municipio,72,061,72061,7.5,1.3,47.3,1.2,51.4,1.2
2023,Gurabo Municipio,72,063,72063,13.0,2.6,48.7,2.6,56.4,2.4
2023,Guánica Municipio,72,055,72055,26.7,5.1,29.4,2.6,40.2,2.5
2023,Hatillo Municipio,72,065,72065,7.4,2.5,41.0,2.3,44.3,2.1
2023,Hormigueros Municipio,72,067,72067,13.5,3.9,38.7,3.2,44.9,2.9
2023,Humacao Municipio,72,069,72069,5.6,1.7,35.9,2.1,38.1,2.1
2023,Isabela Municipio,72,071,72071,8.1,2.8,34.7,2.7,37.9,2.7
2023,Jayuya Municipio,72,073,72073,17.8,5.6,31.1,4.1,37.9,4.3
2023,Juana Díaz Municipio,72,075,72075,17.4,2.7,37.3,2.2,45.4,2.3
2023,Juncos Municipio,72,077,72077,9.3,2.7,46.2,2.8,51.1,2.5
2023,Lajas Municipio,72,079,72079,20.3,4.7,34.2,3.9,43.0,3.8
2023,Lares Municipio,72,081,72081,13.1,2.6,36.0,2.5,41.4,2.3
2023,Las Marías Municipio,72,083,72083,7.1,4.3,33.2,4.0,35.9,4.0
2023,Las Piedras Municipio,72,085,72085,7.9,2.7,40.0,2.6,43.5,2.4
2023,Loíza Municipio,72,087,72087,18.5,2.7,38.4,2.3,47.1,2.4
2023,Luquillo Municipio,72,089,72089,22.5,4.2,37.6,2.9,48.5,2.5
2023,Manatí Municipio,72,091,72091,17.0,3.4,34.1,2.2,41.2,2.2
2023,Maricao Municipio,72,093,72093,0.0,3.9,30.2,4.7,30.2,4.7
2023,Maunabo Municipio,72,095,72095,16.8,5.4,29.1,4.2,35.0,4.1
2023,Mayagüez Municipio,72,097,72097,22.7,2.4,32.7,1.4,42.3,1.4
2023,Moca Municipio,72,099,72099,19.2,4.1,36.8,2.5,45.6,2.2
2023,Morovis Municipio,72,101,72101,13.1,3.1,38.7,2.1,44.6,2.2
2023,Naguabo Municipio,72,103,72103,9.2,4.0,37.4,3.6,41.7,3.7
2023,Naranjito Municipio,72,105,72105,15.9,4.6,35.3,3.4,42.1,2.9
2023,Orocovis Municipio,72,107,72107,14.0,3.4,32.6,2.7,37.9,2.6
2023,Patillas Municipio,72,109,72109,10.2,3.5,32.6,3.3,36.3,3.3
2023,Peñuelas Municipio,72,111,72111,9.3,2.6,38.1,2.9,42.0,3.0
2023,Ponce Municipio,72,113,72113,14.1,1.3,33.0,1.1,38.5,1.0
2023,Quebradillas Municipio,72,115,72115,8.1,3.6,36.4,2.8,39.6,2.7
2023,Rincón Municipio,72,117,72117,6.2,2.3,39.3,2.8,41.9,2.9
2023,Río Grande Municipio,72,119,72119,16.5,2.8,43.6,2.3,52.2,1.8
2023,Sabana Grande Municipio,72,121,72121,13.5,3.7,35.3,2.7,41.0,2.7
2023,Salinas Municipio,72,123,72123,7.0,2.9,37.2,2.6,40.0,2.6
2023,San Germán Municipio,72,125,72125,6.6,2.3,29.4,2.7,31.5,2.9
2023,San Juan Municipio,72,127,72127,14.5,0.9,44.5,0.8,52.1,0.6
2023,San Lorenzo Municipio,72,129,72129,7.3,2.2,37.9,2.3,41.0,2.2
2023,San Sebastián Municipio,72,131,72131,13.8,2.8,33.8,2.0,39.3,2.2
2023,Santa Isabel Municipio,72,133,72133,6.2,1.9,44.8,2.5,48.0,2.4
2023,Toa Alta Municipio,72,135,72135,8.2,1.6,47.8,1.8,52.2,1.6
2023,Toa Baja Municipio,72,137,72137,9.3,1.4,48.1,1.5,53.3,1.4
2023,Trujillo Alto Municipio,72,139,72139,7.2,1.5,51.4,1.6,55.5,1.3
2023,Utuado Municipio,72,141,72141,26.7,4.4,29.4,2.4,40.1,2.1
2023,Vega Alta Municipio,72,143,72143,19.4,4.1,39.0,2.8,48.4,2.1
2023,Vega Baja Municipio,72,145,72145,13.4,2.1,37.2,1.8,43.0,1.9
2023,Vieques Municipio,72,147,72147,8.6,5.5,34.4,6.8,37.6,7.2
2023,Villalba Municipio,72,149,72149,13.5,3.5,37.3,2.8,43.3,2.6
2023,Yabucoa Municipio,72,151,72151,9.7,3.1,33.1,2.2,36.8,2.1
2023,Yauco Municipio,72,153,72153,13.1,2.8,35.6,1.9,41.0,1.8
